"id","plot.number","taxpayer.men","taxpayer.women","no.tax.men","no.tax.women","in.russia.men","in.russia.women","total.men","total.women","upper","lower","worker.industrial","worker.other","servants","other","not.present","orthodox","other.christian","other.religion","draft"
1507,141,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1508,141,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1509,141,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1510,141,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1511,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1512,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1513,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1514,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1515,141,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1516,141,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1517,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1518,143,1,1,3,5,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0
1519,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1520,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1521,143,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
1522,143,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1523,143,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1524,143,1,1,1,3,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0
1525,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1526,143,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1527,143,1,1,3,2,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0
1528,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1529,143,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
1530,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1531,143,1,2,0,2,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0
1532,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1533,143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1534,143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1535,143,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1536,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1537,143,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1538,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1539,143,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1540,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1541,143,1,2,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0
1542,143,1,1,0,2,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0
1543,143,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
1544,143,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1545,143,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1546,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1547,143,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1548,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1549,143,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
1550,143,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1551,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1552,143,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1553,143,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1554,143,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1555,143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1556,143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1557,143,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
1558,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1559,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1560,143,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1561,143,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1562,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1563,143,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1564,143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1565,143,1,1,3,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0
1566,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1567,143,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1568,143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1569,143,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1570,143,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1571,143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1572,143,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1573,143,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1574,143,1,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1575,143,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1576,143,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1577,143,1,1,2,2,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0
1578,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1579,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1580,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1581,143,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1582,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1583,143,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1584,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1585,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1586,143,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1587,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1588,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1589,143,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1590,143,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1591,143,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1592,143,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1593,143,1,1,1,1,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0
1594,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1595,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1596,143,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1597,143,0,2,1,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0
1598,143,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1599,143,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1600,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1601,143,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1602,143,1,1,4,0,0,0,5,1,0,6,0,0,0,0,0,0,0,0,0
1603,143,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1604,143,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1605,143,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1606,143,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1607,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1608,143,4,2,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,2
1609,143,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1610,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1611,144,0,2,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
1612,144,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1613,144,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1614,144,1,1,1,2,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0
1615,144,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1616,144,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1617,144,1,1,1,2,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0
1618,145,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1619,145,1,1,0,2,0,0,1,3,0,4,0,0,0,0,0,4,0,0,0
1620,145,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1621,149,1,1,3,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0
1622,149,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1623,149,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1624,149,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1625,149,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1626,149,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1627,149,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1628,150,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1629,150,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1630,150,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1631,150,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1632,150,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1633,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1634,150,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1635,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1636,150,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1637,150,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1638,150,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1639,150,1,1,3,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0
1640,150,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1641,150,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1642,150,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1643,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1644,150,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1645,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1646,150,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1647,150,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1648,150,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1649,150,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1650,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1651,150,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1652,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1653,150,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1654,150,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1655,150,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1656,150,1,2,2,4,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0
1657,150,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1658,150,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1659,150,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1660,150,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1661,150,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
1662,150,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1663,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1664,150,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1665,150,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1666,150,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1667,150,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1668,151,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1669,151,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1670,151,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1671,151,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1672,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1673,152,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1674,152,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1675,152,0,0,1,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1676,152,0,2,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
1677,152,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1678,152,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1679,152,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1680,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1681,152,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,0
1682,152,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1683,152,2,2,0,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0
1684,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1685,152,1,1,2,3,0,0,3,4,7,0,0,0,0,0,0,0,0,7,0
1686,152,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1687,152,0,1,2,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1688,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1689,152,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0
1690,152,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1691,152,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1692,152,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1693,152,1,1,1,3,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0
1694,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1695,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1696,152,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1697,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1698,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1699,152,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1700,152,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1701,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1702,152,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1703,152,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1704,152,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1705,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1706,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1707,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1708,152,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1709,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1710,152,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1711,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1712,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1713,152,1,1,3,1,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0
1714,152,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1715,152,1,3,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
1716,152,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1717,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1718,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1719,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1720,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1721,152,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1722,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1723,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1724,152,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1725,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1726,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1727,152,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1728,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1729,152,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1730,152,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1731,152,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1732,152,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1733,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1734,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1735,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1736,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1737,152,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1738,152,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1739,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1740,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1741,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1742,152,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1743,152,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1744,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1745,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1746,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1747,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1748,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1749,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1750,152,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1751,152,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1752,152,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1753,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1754,152,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1755,152,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1756,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1757,152,2,1,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0
1758,152,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1759,152,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1760,152,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1761,152,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1762,153,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1763,153,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1764,153,2,1,2,2,0,0,4,3,7,0,0,0,0,0,0,7,0,0,0
1765,153,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1766,153,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1767,153,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1768,153,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0
1769,153,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1770,153,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1771,153,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1772,153,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1773,153,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1774,153,1,1,2,1,0,0,3,2,5,0,0,0,0,0,0,4,0,0,0
1775,153,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1776,155,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1777,155,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1778,155,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1779,155,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1780,156,1,1,2,2,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0
1781,156,1,1,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0
1782,156,1,2,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
1783,156,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1784,156,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1785,157,1,1,3,1,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0
1786,157,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1787,157,1,1,0,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0
1788,157,1,1,2,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0
1789,157,1,1,2,1,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0
1790,157,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1791,157,2,4,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,1
1792,157,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1793,162,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1794,162,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1795,162,2,2,1,1,0,0,3,3,0,5,0,0,1,0,0,0,0,0,1
1796,162,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1797,162,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1798,162,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1799,162,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1800,162,0,2,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1801,163,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0
1802,163,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1803,163,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1804,163,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1805,163,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1806,163,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1807,163,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1808,163,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1809,163,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1810,163,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1811,167,1,1,1,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0
1812,167,0,3,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0
1813,167,1,2,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0
1814,167,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1815,168,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1816,168,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1817,173,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1818,173,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1819,173,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1820,173,1,1,1,4,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0
1821,173,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1822,173,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1823,173,1,1,2,1,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0
1824,173,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1825,173,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1826,173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1827,173,1,1,2,4,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0
1828,173,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1829,173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
